,SYMBOL,EXPIRE_DATE,STRIKE,C_BID,C_ASK,C_IV,C_OI,C_VOLUME,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_LAST,UNDERLYING_LAST,P_BID,P_ASK,P_IV,P_OI,P_VOLUME,P_DELTA,P_GAMMA,P_VEGA,P_THETA,P_RHO,P_LAST,QUOTE_DATE,C_MID,P_MID,DTE,T,r,q,b
4354,SPXW,2026-03-02,6535,338.3,343.0,0.2483,0.0,0.0,0.9901,0.0002,0.1776,-0.4047,0.1771,0.0,6878.8799,0.3,0.45,0.2337,97.0,167.0,-0.0099,0.0002,0.1776,-0.4047,-0.0018,0.4,2026-02-27,340.65,0.375,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4355,SPXW,2026-03-02,6540,333.3,338.0,0.245,0.0,18.0,0.9898,0.0002,0.1829,-0.4148,0.1772,333.95,6878.8799,0.35,0.45,0.2305,1981.0,772.0,-0.0102,0.0002,0.1829,-0.4148,-0.0019,0.4,2026-02-27,335.65,0.4,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4356,SPXW,2026-03-02,6545,328.3,333.0,0.2392,0.0,0.0,0.9894,0.0002,0.1884,-0.4253,0.1772,0.0,6878.8799,0.35,0.45,0.2273,207.0,201.0,-0.0106,0.0002,0.1884,-0.4253,-0.002,0.42,2026-02-27,330.65,0.4,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4357,SPXW,2026-03-02,6550,323.3,328.0,0.2383,7.0,10.0,0.989,0.0002,0.1941,-0.4362,0.1773,320.63,6878.8799,0.35,0.45,0.2258,2750.0,8643.0,-0.011,0.0002,0.1941,-0.4362,-0.002,0.45,2026-02-27,325.65,0.4,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4358,SPXW,2026-03-02,6555,318.3,323.0,0.2349,0.0,0.0,0.9887,0.0002,0.2001,-0.4474,0.1774,0.0,6878.8799,0.35,0.45,0.2241,403.0,143.0,-0.0114,0.0002,0.2001,-0.4474,-0.0021,0.45,2026-02-27,320.65,0.4,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4359,SPXW,2026-03-02,6560,313.3,318.0,0.2316,0.0,0.0,0.9882,0.0002,0.2063,-0.4591,0.1774,0.0,6878.8799,0.35,0.5,0.2209,407.0,274.0,-0.0118,0.0002,0.2063,-0.4591,-0.0022,0.5,2026-02-27,315.65,0.425,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4360,SPXW,2026-03-02,6565,308.4,313.0,0.2326,0.0,0.0,0.9878,0.0002,0.2129,-0.4713,0.1775,0.0,6878.8799,0.4,0.5,0.2191,97.0,452.0,-0.0122,0.0002,0.2129,-0.4713,-0.0022,0.5,2026-02-27,310.7,0.45,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4361,SPXW,2026-03-02,6570,303.4,308.0,0.227,20.0,0.0,0.9874,0.0002,0.2198,-0.4841,0.1775,327.8,6878.8799,0.4,0.5,0.2172,555.0,795.0,-0.0126,0.0002,0.2198,-0.4841,-0.0023,0.5,2026-02-27,305.7,0.45,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4362,SPXW,2026-03-02,6575,298.4,303.0,0.2258,2.0,0.0,0.9869,0.0002,0.227,-0.4975,0.1776,299.02,6878.8799,0.4,0.55,0.214,657.0,9256.0,-0.0131,0.0002,0.227,-0.4975,-0.0024,0.45,2026-02-27,300.7,0.47500000000000003,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4363,SPXW,2026-03-02,6580,293.4,298.1,0.2203,1.0,5.0,0.9864,0.0003,0.2346,-0.5117,0.1776,292.84,6878.8799,0.45,0.55,0.2133,1139.0,399.0,-0.0136,0.0003,0.2346,-0.5117,-0.0025,0.5,2026-02-27,295.75,0.5,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4364,SPXW,2026-03-02,6585,288.4,293.1,0.2209,10.0,2.0,0.9858,0.0003,0.2427,-0.5267,0.1777,278.17,6878.8799,0.5,0.55,0.21,726.0,413.0,-0.0142,0.0003,0.2427,-0.5267,-0.0026,0.5,2026-02-27,290.75,0.525,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4365,SPXW,2026-03-02,6590,283.5,288.1,0.2193,1.0,0.0,0.9853,0.0003,0.2513,-0.5428,0.1777,274.86,6878.8799,0.45,0.6,0.2091,1226.0,2014.0,-0.0148,0.0003,0.2513,-0.5428,-0.0027,0.5,2026-02-27,285.8,0.525,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4366,SPXW,2026-03-02,6595,278.5,283.1,0.2158,0.0,2.0,0.9846,0.0003,0.2603,-0.5601,0.1777,268.47,6878.8799,0.5,0.6,0.2057,199.0,502.0,-0.0154,0.0003,0.2603,-0.5601,-0.0028,0.6,2026-02-27,280.8,0.55,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4367,SPXW,2026-03-02,6600,273.5,278.1,0.2105,13.0,14.0,0.984,0.0003,0.27,-0.5788,0.1777,275.07,6878.8799,0.6,0.65,0.2046,3452.0,8430.0,-0.016,0.0003,0.27,-0.5788,-0.003,0.6,2026-02-27,275.8,0.625,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4368,SPXW,2026-03-02,6605,268.6,273.2,0.2106,0.0,0.0,0.9832,0.0003,0.2802,-0.5992,0.1777,0.0,6878.8799,0.55,0.65,0.2033,159.0,273.0,-0.0168,0.0003,0.2802,-0.5992,-0.0031,0.65,2026-02-27,270.9,0.6000000000000001,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4369,SPXW,2026-03-02,6610,263.6,268.2,0.2071,3.0,0.0,0.9824,0.0004,0.2914,-0.6214,0.1777,300.25,6878.8799,0.6,0.7,0.1999,282.0,1987.0,-0.0176,0.0004,0.2914,-0.6214,-0.0032,0.65,2026-02-27,265.9,0.6499999999999999,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4370,SPXW,2026-03-02,6615,258.6,263.2,0.2052,1.0,1.0,0.9816,0.0004,0.3034,-0.6458,0.1777,259.39,6878.8799,0.6,0.75,0.1984,256.0,683.0,-0.0184,0.0004,0.3034,-0.6458,-0.0034,0.7,2026-02-27,260.9,0.675,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4371,SPXW,2026-03-02,6620,253.7,258.3,0.2048,1.0,5.0,0.9806,0.0004,0.3165,-0.6726,0.1777,250.96,6878.8799,0.65,0.75,0.1968,268.0,735.0,-0.0194,0.0004,0.3165,-0.6726,-0.0036,0.75,2026-02-27,256.0,0.7,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4372,SPXW,2026-03-02,6625,248.7,253.3,0.2027,2.0,0.0,0.9796,0.0004,0.3307,-0.7022,0.1776,293.8,6878.8799,0.7,0.8,0.195,1206.0,5001.0,-0.0204,0.0004,0.3307,-0.7022,-0.0038,0.77,2026-02-27,251.0,0.75,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4373,SPXW,2026-03-02,6630,243.8,248.3,0.2018,2.0,2.0,0.9784,0.0004,0.3462,-0.7348,0.1775,240.6,6878.8799,0.75,0.85,0.1932,480.0,1284.0,-0.0216,0.0004,0.3462,-0.7348,-0.004,0.8,2026-02-27,246.05,0.8,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4374,SPXW,2026-03-02,6635,238.8,243.4,0.1982,0.0,0.0,0.9772,0.0004,0.3631,-0.7709,0.1774,0.0,6878.8799,0.75,0.9,0.192,215.0,604.0,-0.0228,0.0004,0.3631,-0.7709,-0.0042,0.8,2026-02-27,241.10000000000002,0.825,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4375,SPXW,2026-03-02,6640,233.9,238.4,0.1946,3.0,0.0,0.9758,0.0005,0.3812,-0.8109,0.1773,216.19,6878.8799,0.85,0.95,0.1906,372.0,1028.0,-0.0242,0.0005,0.3812,-0.8109,-0.0045,0.96,2026-02-27,236.15,0.8999999999999999,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4376,SPXW,2026-03-02,6645,228.9,233.5,0.1946,0.0,8.0,0.9742,0.0005,0.4008,-0.8551,0.1771,230.72,6878.8799,0.9,1.0,0.1884,122.0,785.0,-0.0258,0.0005,0.4008,-0.8551,-0.0048,1.05,2026-02-27,231.2,0.95,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4377,SPXW,2026-03-02,6650,224.0,228.5,0.1932,3.0,6.0,0.9725,0.0006,0.4221,-0.904,0.177,227.1,6878.8799,0.95,1.1,0.1874,640.0,4844.0,-0.0275,0.0006,0.4221,-0.904,-0.0051,1.05,2026-02-27,226.25,1.025,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4378,SPXW,2026-03-02,6655,219.1,223.6,0.1906,18.0,0.0,0.9706,0.0006,0.4453,-0.9578,0.1768,249.61,6878.8799,1.0,1.15,0.1862,178.0,946.0,-0.0294,0.0006,0.4453,-0.9578,-0.0054,1.15,2026-02-27,221.35,1.075,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4379,SPXW,2026-03-02,6660,214.1,218.7,0.189,18.0,3.0,0.9686,0.0006,0.4706,-1.017,0.1765,211.13,6878.8799,1.1,1.2,0.1842,496.0,1305.0,-0.0315,0.0006,0.4706,-1.017,-0.0058,1.3,2026-02-27,216.39999999999998,1.15,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4380,SPXW,2026-03-02,6665,209.2,213.8,0.1872,0.0,1.0,0.9663,0.0007,0.4978,-1.0818,0.1762,185.08,6878.8799,1.2,1.3,0.1832,472.0,1371.0,-0.0337,0.0007,0.4978,-1.0818,-0.0062,1.3,2026-02-27,211.5,1.25,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4381,SPXW,2026-03-02,6670,204.3,208.9,0.1852,24.0,5.0,0.9638,0.0007,0.527,-1.1526,0.1759,205.5,6878.8799,1.3,1.4,0.1815,407.0,1674.0,-0.0362,0.0007,0.527,-1.1526,-0.0067,1.45,2026-02-27,206.60000000000002,1.35,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4382,SPXW,2026-03-02,6675,199.4,204.0,0.1832,6.0,2.0,0.961,0.0008,0.5581,-1.2298,0.1755,200.6,6878.8799,1.4,1.5,0.1801,522.0,7523.0,-0.039,0.0008,0.5581,-1.2298,-0.0072,1.5,2026-02-27,201.7,1.45,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4383,SPXW,2026-03-02,6680,194.6,199.1,0.1827,0.0,4.0,0.958,0.0008,0.5912,-1.3136,0.1751,181.0,6878.8799,1.5,1.6,0.179,7196.0,8961.0,-0.042,0.0008,0.5912,-1.3136,-0.0078,1.65,2026-02-27,196.85,1.55,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4384,SPXW,2026-03-02,6685,189.7,194.2,0.182,0.0,0.0,0.9548,0.0009,0.6268,-1.404,0.1746,0.0,6878.8799,1.6,1.75,0.1768,264.0,1088.0,-0.0452,0.0009,0.6268,-1.404,-0.0084,1.75,2026-02-27,191.95,1.675,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4385,SPXW,2026-03-02,6690,184.8,189.3,0.1802,10.0,23.0,0.9512,0.0009,0.6649,-1.5013,0.1741,177.87,6878.8799,1.75,1.9,0.1761,7390.0,8507.0,-0.0488,0.0009,0.6649,-1.5013,-0.0091,1.9,2026-02-27,187.05,1.825,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4386,SPXW,2026-03-02,6695,180.0,184.5,0.1776,7.0,0.0,0.9474,0.001,0.7051,-1.6056,0.1735,218.76,6878.8799,1.85,1.9,0.1752,675.0,3214.0,-0.0527,0.001,0.7051,-1.6056,-0.0098,1.9,2026-02-27,182.25,1.875,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4387,SPXW,2026-03-02,6700,175.2,179.6,0.1776,27.0,21.0,0.9432,0.0011,0.747,-1.7171,0.1728,171.2,6878.8799,2.05,2.2,0.174,2134.0,7355.0,-0.0568,0.0011,0.747,-1.7171,-0.0106,2.1,2026-02-27,177.39999999999998,2.125,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4388,SPXW,2026-03-02,6705,170.3,174.8,0.1754,0.0,0.0,0.9386,0.0011,0.791,-1.8357,0.1721,0.0,6878.8799,2.25,2.4,0.1726,372.0,2354.0,-0.0614,0.0011,0.791,-1.8357,-0.0114,2.4,2026-02-27,172.55,2.325,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4389,SPXW,2026-03-02,6710,165.5,170.0,0.1736,3.0,21.0,0.9338,0.0012,0.8376,-1.9612,0.1714,158.82,6878.8799,2.45,2.6,0.1719,714.0,1323.0,-0.0662,0.0012,0.8376,-1.9612,-0.0123,2.65,2026-02-27,167.75,2.5250000000000004,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4390,SPXW,2026-03-02,6715,160.8,165.2,0.1734,11.0,17.0,0.9286,0.0013,0.8866,-2.0936,0.1705,161.44,6878.8799,2.65,2.8,0.1698,595.0,1208.0,-0.0715,0.0013,0.8866,-2.0936,-0.0133,2.77,2026-02-27,163.0,2.7249999999999996,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4391,SPXW,2026-03-02,6720,156.0,160.5,0.1712,7.0,15.0,0.923,0.0014,0.9372,-2.2326,0.1696,155.71,6878.8799,2.9,3.1,0.1694,338.0,2417.0,-0.0771,0.0014,0.9372,-2.2326,-0.0144,2.95,2026-02-27,158.25,3.0,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4392,SPXW,2026-03-02,6725,151.3,155.7,0.17,5.0,27.0,0.917,0.0015,0.9892,-2.3781,0.1686,147.71,6878.8799,3.1,3.3,0.1683,614.0,2417.0,-0.0831,0.0015,0.9892,-2.3781,-0.0155,3.22,2026-02-27,153.5,3.2,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4393,SPXW,2026-03-02,6730,146.5,151.0,0.169,6.0,12.0,0.9105,0.0016,1.0431,-2.5297,0.1675,148.08,6878.8799,3.4,3.6,0.1674,124.0,2197.0,-0.0895,0.0016,1.0431,-2.5297,-0.0167,3.46,2026-02-27,148.75,3.5,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4394,SPXW,2026-03-02,6735,141.8,146.3,0.1677,0.0,5.0,0.9037,0.0016,1.0994,-2.6869,0.1664,136.88,6878.8799,3.7,3.9,0.1657,159.0,1622.0,-0.0963,0.0016,1.0994,-2.6869,-0.018,4.06,2026-02-27,144.05,3.8,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4395,SPXW,2026-03-02,6740,137.2,141.6,0.1666,11.0,23.0,0.8964,0.0018,1.1575,-2.8492,0.1651,138.0,6878.8799,4.0,4.2,0.1652,276.0,1546.0,-0.1036,0.0018,1.1575,-2.8492,-0.0194,4.5,2026-02-27,139.39999999999998,4.1,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4396,SPXW,2026-03-02,6745,132.5,136.9,0.1648,6.0,82.0,0.8887,0.0019,1.2163,-3.0163,0.1638,131.5,6878.8799,4.4,4.6,0.1639,210.0,1413.0,-0.1114,0.0019,1.2163,-3.0163,-0.0209,4.4,2026-02-27,134.7,4.5,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4397,SPXW,2026-03-02,6750,127.9,132.3,0.164,31.0,103.0,0.8805,0.002,1.276,-3.1875,0.1624,119.96,6878.8799,4.8,5.0,0.1628,1147.0,5762.0,-0.1196,0.002,1.276,-3.1875,-0.0224,4.8,2026-02-27,130.10000000000002,4.9,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4398,SPXW,2026-03-02,6755,123.3,127.7,0.163,6.0,4.0,0.8718,0.0021,1.3377,-3.3621,0.1609,116.47,6878.8799,5.2,5.4,0.1614,253.0,1118.0,-0.1283,0.0021,1.3377,-3.3621,-0.024,5.4,2026-02-27,125.5,5.300000000000001,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4399,SPXW,2026-03-02,6760,118.8,123.2,0.1616,218.0,37.0,0.8626,0.0022,1.4009,-3.5391,0.1593,112.02,6878.8799,5.6,5.8,0.1605,539.0,1279.0,-0.1374,0.0022,1.4009,-3.5391,-0.0258,6.09,2026-02-27,121.0,5.699999999999999,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4400,SPXW,2026-03-02,6765,114.3,118.6,0.16,8.0,28.0,0.8528,0.0023,1.4643,-3.718,0.1576,117.81,6878.8799,6.1,6.3,0.1589,191.0,1041.0,-0.1472,0.0023,1.4643,-3.718,-0.0276,6.5,2026-02-27,116.44999999999999,6.199999999999999,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4401,SPXW,2026-03-02,6770,109.8,114.1,0.1588,11.0,117.0,0.8426,0.0024,1.5276,-3.8979,0.1558,105.5,6878.8799,6.6,6.8,0.1577,379.0,2408.0,-0.1574,0.0024,1.5276,-3.8979,-0.0296,7.12,2026-02-27,111.94999999999999,6.699999999999999,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4402,SPXW,2026-03-02,6775,105.3,109.7,0.1573,20.0,24.0,0.8318,0.0026,1.5919,-4.0777,0.1539,105.0,6878.8799,7.1,7.4,0.1569,2196.0,2577.0,-0.1682,0.0026,1.5919,-4.0777,-0.0316,7.2,2026-02-27,107.5,7.25,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4403,SPXW,2026-03-02,6780,100.9,105.3,0.1561,58.0,46.0,0.8204,0.0027,1.6573,-4.2563,0.1518,103.1,6878.8799,7.7,8.0,0.1552,388.0,2285.0,-0.1796,0.0027,1.6573,-4.2563,-0.0338,8.1,2026-02-27,103.1,7.85,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4404,SPXW,2026-03-02,6785,96.6,100.8,0.1549,41.0,14.0,0.8084,0.0028,1.7223,-4.4326,0.1497,98.8,6878.8799,8.3,8.6,0.154,174.0,1919.0,-0.1916,0.0028,1.7223,-4.4326,-0.0361,8.61,2026-02-27,98.69999999999999,8.45,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4405,SPXW,2026-03-02,6790,92.3,96.4,0.1532,25.0,60.0,0.7958,0.003,1.786,-4.6056,0.1474,92.41,6878.8799,9.0,9.2,0.1526,464.0,1720.0,-0.2042,0.003,1.786,-4.6056,-0.0385,8.96,2026-02-27,94.35,9.1,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4406,SPXW,2026-03-02,6795,88.2,92.1,0.1525,20.0,110.0,0.7825,0.0031,1.8497,-4.7741,0.1451,92.3,6878.8799,9.7,10.0,0.1514,484.0,1940.0,-0.2175,0.0031,1.8497,-4.7741,-0.041,9.64,2026-02-27,90.15,9.85,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4407,SPXW,2026-03-02,6800,84.1,87.9,0.1504,193.0,237.0,0.7686,0.0033,1.9135,-4.9365,0.1425,85.34,6878.8799,10.5,10.7,0.1493,2315.0,6917.0,-0.2314,0.0033,1.9135,-4.9365,-0.0436,10.4,2026-02-27,86.0,10.6,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4408,SPXW,2026-03-02,6805,80.0,83.7,0.1492,41.0,95.0,0.754,0.0034,1.9758,-5.0916,0.1399,77.99,6878.8799,11.3,11.5,0.1485,355.0,1192.0,-0.246,0.0034,1.9758,-5.0916,-0.0464,11.34,2026-02-27,81.85,11.4,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4409,SPXW,2026-03-02,6810,75.8,79.7,0.1478,39.0,79.0,0.7387,0.0036,2.0357,-5.2379,0.1371,77.68,6878.8799,12.1,12.4,0.1468,322.0,2113.0,-0.2613,0.0036,2.0357,-5.2379,-0.0493,12.22,2026-02-27,77.75,12.25,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4410,SPXW,2026-03-02,6815,72.7,74.3,0.1458,33.0,134.0,0.7227,0.0037,2.0943,-5.3741,0.1342,77.87,6878.8799,13.0,13.3,0.1455,374.0,1360.0,-0.2773,0.0037,2.0943,-5.3741,-0.0523,12.97,2026-02-27,73.5,13.15,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4411,SPXW,2026-03-02,6820,69.1,69.7,0.1441,85.0,330.0,0.7059,0.0038,2.1514,-5.4982,0.1311,69.5,6878.8799,14.0,14.3,0.1439,470.0,2126.0,-0.2942,0.0038,2.1514,-5.4982,-0.0556,13.99,2026-02-27,69.4,14.15,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4412,SPXW,2026-03-02,6825,65.1,65.8,0.1421,113.0,502.0,0.6883,0.004,2.2053,-5.6086,0.1279,67.43,6878.8799,15.1,15.3,0.1421,1089.0,3129.0,-0.3118,0.004,2.2053,-5.6086,-0.059,15.0,2026-02-27,65.44999999999999,15.2,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4413,SPXW,2026-03-02,6830,61.3,61.7,0.1404,152.0,402.0,0.6698,0.0042,2.2554,-5.7038,0.1246,61.1,6878.8799,16.2,16.4,0.1404,808.0,2823.0,-0.3302,0.0042,2.2554,-5.7038,-0.0624,16.4,2026-02-27,61.5,16.299999999999997,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4414,SPXW,2026-03-02,6835,57.5,57.8,0.1386,90.0,536.0,0.6506,0.0043,2.3025,-5.7819,0.121,60.1,6878.8799,17.3,17.6,0.1388,570.0,1809.0,-0.3494,0.0043,2.3025,-5.7819,-0.0661,17.3,2026-02-27,57.65,17.450000000000003,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4415,SPXW,2026-03-02,6840,53.7,54.1,0.1367,160.0,853.0,0.6304,0.0044,2.3456,-5.8409,0.1173,55.1,6878.8799,18.6,18.9,0.1368,686.0,2898.0,-0.3696,0.0044,2.3456,-5.8409,-0.07,19.12,2026-02-27,53.900000000000006,18.75,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4416,SPXW,2026-03-02,6845,50.0,50.4,0.1347,142.0,1176.0,0.6094,0.0046,2.3829,-5.8789,0.1134,49.65,6878.8799,19.9,20.2,0.135,251.0,1838.0,-0.3906,0.0046,2.3829,-5.8789,-0.074,20.18,2026-02-27,50.2,20.049999999999997,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4417,SPXW,2026-03-02,6850,46.5,46.8,0.1329,431.0,3213.0,0.5875,0.0047,2.4148,-5.8944,0.1094,46.41,6878.8799,21.3,21.6,0.1328,2222.0,4188.0,-0.4125,0.0047,2.4148,-5.8944,-0.0781,21.2,2026-02-27,46.65,21.450000000000003,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4418,SPXW,2026-03-02,6855,43.0,43.3,0.1307,130.0,2418.0,0.5647,0.0048,2.4408,-5.8853,0.1051,42.6,6878.8799,22.8,23.1,0.1309,242.0,1954.0,-0.4354,0.0048,2.4408,-5.8853,-0.0825,23.68,2026-02-27,43.15,22.950000000000003,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4419,SPXW,2026-03-02,6860,39.6,39.9,0.1288,123.0,2232.0,0.5409,0.005,2.4591,-5.8496,0.1008,39.24,6878.8799,24.4,24.7,0.1289,666.0,2517.0,-0.4591,0.005,2.4591,-5.8496,-0.087,25.27,2026-02-27,39.75,24.549999999999997,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4420,SPXW,2026-03-02,6865,36.2,36.6,0.1267,157.0,1978.0,0.5163,0.0051,2.4694,-5.7865,0.0962,36.82,6878.8799,26.1,26.4,0.1269,617.0,2276.0,-0.4838,0.0051,2.4694,-5.7865,-0.0917,26.25,2026-02-27,36.400000000000006,26.25,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4421,SPXW,2026-03-02,6870,33.0,33.4,0.1246,313.0,2763.0,0.4908,0.0052,2.4707,-5.6942,0.0914,33.57,6878.8799,27.8,28.2,0.1249,454.0,2659.0,-0.5093,0.0052,2.4707,-5.6942,-0.0967,27.9,2026-02-27,33.2,28.0,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4422,SPXW,2026-03-02,6875,30.0,30.3,0.1225,149.0,2829.0,0.4644,0.0052,2.4623,-5.5719,0.0866,30.4,6878.8799,29.8,30.0,0.1227,434.0,3358.0,-0.5356,0.0052,2.4623,-5.5719,-0.1017,29.7,2026-02-27,30.15,29.9,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4423,SPXW,2026-03-02,6880,27.0,27.3,0.1204,234.0,2612.0,0.4374,0.0053,2.443,-5.4195,0.0815,27.2,6878.8799,31.8,32.1,0.1204,1611.0,3119.0,-0.5627,0.0053,2.443,-5.4195,-0.1068,31.7,2026-02-27,27.15,31.950000000000003,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4424,SPXW,2026-03-02,6885,24.1,24.4,0.1181,197.0,1733.0,0.4097,0.0053,2.4119,-5.2364,0.0763,24.4,6878.8799,33.9,34.3,0.1181,309.0,1355.0,-0.5904,0.0053,2.4119,-5.2364,-0.1122,34.89,2026-02-27,24.25,34.099999999999994,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4425,SPXW,2026-03-02,6890,21.5,21.7,0.116,186.0,1769.0,0.3815,0.0053,2.3694,-5.0232,0.0711,21.35,6878.8799,36.2,36.6,0.1158,651.0,896.0,-0.6185,0.0053,2.3694,-5.0232,-0.1175,38.63,2026-02-27,21.6,36.400000000000006,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4426,SPXW,2026-03-02,6895,18.9,19.1,0.1135,216.0,1052.0,0.353,0.0052,2.3133,-4.7805,0.0658,19.25,6878.8799,38.6,39.0,0.1135,262.0,411.0,-0.647,0.0052,2.3133,-4.7805,-0.123,39.9,2026-02-27,19.0,38.8,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4427,SPXW,2026-03-02,6900,16.5,16.7,0.1116,2943.0,6867.0,0.3244,0.0052,2.2445,-4.509,0.0604,16.91,6878.8799,41.2,41.6,0.1114,2843.0,1834.0,-0.6757,0.0052,2.2445,-4.509,-0.1285,40.91,2026-02-27,16.6,41.400000000000006,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
4428,SPXW,2026-03-02,6905,14.3,14.5,0.1094,267.0,1555.0,0.2957,0.005,2.1628,-4.2104,0.0551,14.7,6878.8799,44.0,44.4,0.1092,1434.0,1595.0,-0.7044,0.005,2.1628,-4.2104,-0.134,44.95,2026-02-27,14.4,44.2,3,0.00821917808219178,0.02217082177294295,0.09079409186314823,-0.06862327009020527
